"id","legalese","entities","flesch","text"
132,0.176666666666667,4.23076923076923,0,"Ceoe teruel demands the modification of this commission proposal based on the following arguments: -already in 1993 the moretti report (a3-0115/93) of the european parliament, on regions of low population density, requested that the special peripherality depopulated areas should be taken into account when developing the trans-european networks, so that the low profitability in terms of users does not become an impediment to integrating them into them and considered it essential to reconcile the priorities of the trans-european networks and the basic principle of community policies to deepen economic and social cohesion. -the resolution of the european parliament of november 14, 2017, on the deployment of cohesion policy instruments by the regions to face demographic change (2016/2245(ini)) stresses the importance of a horizontal approach of the union that makes transport networks one of the most important tools fundamental to respond to the challenges of sparsely populated areas (such is the case of the province of teruel, nuts iii with barely 9 inhabitants/km2) and with serious and permanent geographic and demographic disadvantages. -the sagunto-teruel- zaragoza is contemplated by delegated regulation (eu) 2017/849 as an integral part of the basic network of the trans-european transport network (ten-t) as ""to be transformed into a high-speed rail for passengers and goods"". "
249,0.207983193277311,2.11363636363636,0,"1 million people. Launched in 1960, the ebf is committed to creating a single market for financial services in the european union and to supporting policies that foster economic growth. Please see the attached document for ebf's main comments on the ec proposal for the cybersecurity act. "
26,0.11731843575419,2,0,"In italy they have imposed the vaccination obligation with a law written by the president of the iss in clear conflict of interest, a minister who only looks after the policies of pharmaceutical companies and not the health of our children, vaccines that are not clean but full of mercury and other substances that should not be there, an obligation imposed by any serious epidemic because there is no measles epidemic but it is the normal course of this exanthematic disease, we all have the right to a free choice of treatments. "
108,0.166666666666667,3.5,0,". regardskatrina murrayexecutive secretary, waho. "
164,0.185614849187935,4.4,0,"Previously, it must be remembered that the efsa already produced a report in which 28 harmful organisms are included, yet the commission proposal only includes 19, leaving the aforementioned phyllosticta citricarpa (cbs). It is absolutely necessary that phyllosticta citricarpa (cbs) be included on the proposed list for the following reasons:- the interceptions of this harmful organism at the ports of entry of the european union are have skyrocketed in recent years, reaching 53 detections in 2018. Countries like south africa, brazil, argentina, uruguay and recently tunisia are increasing their citrus exports to the eu and along with them, new pests and diseases are also entering us that put citrus production in the european union at risk. "
125,0.173913043478261,2.8,0,"- one of these notifications is basf's submission related to plant sterol esters to be used in food supplements due to a positive opinion of the responsible authority of germany on the substantial equivalence compared to free phytosterols used in food supplements before may 1997. - this individual notification is currently not covered by the novel food authorizations as presented in the union list. - please enclose this in the future union list to ensure that there is no uncertainty to the legal status of basf's plant sterol ester being used in food supplements. "
10,0.0956521739130435,2.33333333333333,0,"Currently, four politicians have been preventively imprisoned for the fact of having independentist political ideas, manifested peacefully, representing an important part of the catalan population and, in two cases, following the program with which they presented themselves to the elections and were democratically elected. Others have had to go into exile before their safe detention, among them the president of the government of catalonia, illegitimately dismissed by the spanish government many other politicians and citizens are also accused, persecuted and retaliated for their peaceful political demonstrations and threatened with jail and economic sanctions, all to frighten the population. "
296,0.215686274509804,0.666666666666667,43.6035294117647,"This is especially important to enable a wide variety of data providers and data users in large ecosystems across borders in life-event driven service design and real time economy. Has this been taken into account. "
253,0.208888888888889,3.14285714285714,0,"origin-gi. com). Its mission is to ensure better protection and promotion of gis. "
65,0.148351648351648,4.75,0,"– specifically, the recent detection of the disease in citrus from tunisia (7 interceptions in 2019), which demonstrates shows that this plague can develop in our latitudes and that, furthermore -and unfortunately- it is already at the gates of europe. – the fact in itself that the commission itself has established specific measures for citrus fruits from argentina, brazil, uruguay and south africa, by means of the aforementioned implementing decision 2016/715 and its successive amendments. – the commercial orientation of european citrus fruits. "
197,0.194,3.66666666666667,0,"Considering that the future approach will give greater freedom to the member states of the european union (eu) to decide the best way to achieve common objectives, while responding to the specific needs of their farmers and rural communities, in portugal it is essential that the definition of the future strategic plan for portugal is done in an inclusive, participatory, simple and transparent process, and where the different stakeholders are adequately represented, including those in the area of the environment. Considering also that the total amount to be made available to portuguese farmers will be close to 10 billion euros and is intended to ensure access to high quality food, as well as support for the transition to more sustainable agriculture and the development of areas rural areas, it is feared that there are no conditions to have a “look” in the environmental area (and the promotion of sustainability), coming from organized civil society, capable of adequately scrutinizing not only what is being experienced with the application of the current framework of support to portugal, within the scope of the two “pillars”, but also with the process of exhaustive analysis of the specific needs that will form the basis of the portuguese strategic plan within the scope of the cap. On the other hand, there are well-founded doubts that the current funding framework for agriculture is creating the right conditions to unequivocally favor more sustainable production methods, namely organic farming, if the country (portugal) has a policy to improve the balance of supply in relation to some agro-food products (e. "
79,0.153976311336717,2.36363636363636,0,"The european commission's proposal has ignored the demographic challenge facing the european union, especially as it affects rural areas with severe and permanent demographic disadvantages, disregarding the opinion of the european committee of the regions — the eu's response to the demographic challenge (2017/c 017/08) and the resolution of november 14, 2017, on the deployment of cohesion policy instruments by the regions to deal with demographic change (2016/2245(ini)) b. The commission continues to maintain a very restrictive interpretation of article 174 of the tfeu by limiting the concept of ""areas with serious and permanent geographical or demographic handicaps"" to four cases (northernmost regions with low population density and island, cross-border and mountain regions ) despite the fact that they are cited only as examples, not as the only possible cases. Concrete and realistic proposals have been made that would allow an application of the mandate of art. "
230,0.201754385964912,1.28571428571429,0,"facebook. com/tijana. dmitrovicz www. "
148,0.181818181818182,4.5,0,"In our opinion, the just transition funds should respond to a number of upcoming challenges faced by the śląskie voivodeship and other coal regions in connection with the processes of gradual decarbonisation of their economies. The śląskie voivodeship is one of 41 coal regions (mining or post-mining) existing in the member states of the european union, where employment in the energy and coal mining sectors amounts to 82. 5 thousand. "
199,0.194379391100703,1.33333333333333,0,"situation of difficulty of social and professional integration because they are not sufficiently autonomous to build on their own a project of commitment, which marks a sudden halt to the policy pursued by the priorities long advocated by europe towards young people with fewer opportunities. - the proposed regulation does not provide for structures for sending young people to european solidarity corps activities, preferring to connect young people and organizations through the online portal. If the implementation of an online networking system can be a useful basis for a certain category of young people, it nevertheless seems to me essential to provide personalized support for all young people, support that is all the more necessary for the most disadvantaged, who until now have been able to go on mobility only thanks to this. "
172,0.186691312384473,2.71428571428571,0,"Its members are recognized organizations with a health vocation (ovs) and play a role in the detection and control of bio-aggressors and invasive species. It manages the ambrosia observatory, a national resource center for ambrosia, by delegation from the ministry in charge of health. . "
21,0.113513513513514,1.5,0,"Similar mortality and incidence charts explain the decreases in rates of diphtheria, whooping cough, scarlet fever (there never was a scarlet fever vaccine. "
184,0.190697674418605,2.35294117647059,0,"From the federation of agri-food cooperatives of the valencian community, we view with great concern the fact that the commission's regulation proposal only includes as priorities 19 of the 28 harmful organisms evaluated in the efsa study based on the impact on production losses and quality losses that these pests would cause. The inclusion of phyllosticta citricarpa, the causative agent of cbs, in the annex of the regulation under discussion is considered essential, for the following reasons:– the interventions that have taken place since the last three years (36, 36 and 53 positive respectively, show a global upward trend. The same trend is shown if we only consider the main third-party producing countries. "
36,0.131578947368421,2,0,"We support entirely the position of euric, the european recycling industry confederation, of which coberec is a member. "
34,0.130841121495327,1.33333333333333,0,"From the perspective of our research, there are three area's where i see potential for further improvement of the plans:1) more attention for the social-ethical issues related to the transition toward the be (addressing ethical issues and societal resistance against innovations, which will also improve adoption of be strategies by citizens. 2) more attention for the conceptual development of be, which is currently very poor. For instance whether concepts like circular economy are pure metaphors or whether economic cycles are really alligned with natural cycles (and to what extent, to what extent this is doable and what are the limits of such an ambition). "
99,0.164220824598183,4.3125,0,"The iywt guild agrees that evs should have thorough evaluation to identify and take further improvements, but it does not seem to make sense to abandon the successful programme which worked for 20 years in favour of absolutely new esc framework which yet needs to be developed and prove it’s success. What really puzzles our members and leave us with unsolved questions about the procedure adopted for such a change [. ] is hereby further described: the choice to swipe away a wealth of 20 years of experience, infrastructure and branding of evs, only few months after having celebrated it’s twentieth anniversary and made it visible across europe and beyond with a huge effort in communication; lack of clear indication how the current evs training cycle and other support measures will be implemented in the new esc framework aiming to guaranty the inclusion of participants with fewer opportunities; overall loss of inclusiveness by leaving out all the individuals that have no access to information or to guidance of any kind (contradicting with the core goal of increasing european solidarity); the decrease in the potential for transforming a volunteering experience in a multiplier fostering a further growth in the feeling of eu citizenship and sense of belonging that evs, rooted in the network of small local organizations involved in the sending side that do not appear to be anymore considered by the proposed esc structure; the weakening of the whole concept of a program that also aimed at empowering local ngos and local communities and that now seems to miss that focus; the idea that evs (although it certainly can be improved under many aspects) is a failure that obviously ignores its recent success of increasingly positive trend in number of volunteers involved in the most recent years (2014 - 8000, 2015 - 9000); incoherence between the goal of getting closer to the so called millennials digital immersive life and thinking it can be done by setting up a database to enroll upon personal initiative; rather confusing system based on a sharing of the same platform by the volunteering strand and the job opportunities luring youngsters offered in the other strand; a strongly unbalanced distribution of applicants in terms of country of origin, strictly linked to the above point showing already that over one third of young people enrolling in esc comes only from a couple of countries where youth unemployment is higher (the so-called pigs countries) which will have a certain impact on the program’s functioning and, most of all, on the whole idea of european solidarity and european citizenship; a striking change in the relationship and cooperation with the neighbouring countries outside eu that see their equal opportunities in accessing a program for the mobility of young volunteers in both directions across our external borders abruptly undermined. "
5,0.0909090909090909,4.5,0,"In addition, there are more than seven hundred people prosecuted for wanting to hold a referendum, on october 1, with the police repression that caused 1,066 victims, for defending the electoral colleges - currently spain is aimless, and only subsists with the support of the judges, from the friendly press and from the media related to the regime, which are the descendants of francoism, as it shows that there is currently a francisco franco foundation, which is still financed from the state budget. "
4,0.0408163265306122,5.45454545454545,0,"In this case, the ema should be enabled to monitor the supply of urgently needed medicinal products and medical devices. Furthermore, in the event of a health emergency, the identification, development, and rapid approval of urgently needed medicinal products that help prevent, diagnose, or treat the condition that caused the emergency should be facilitated. The german medical association supports the proposal, including the extension of the ema's additional powers to medical devices. "
292,0.20909886264217,1.76,31.2026529376136,". Position paper of the german insurance association (gdv) on the proposal for a directive amending directive 2009/65/ec and directive 2011/61/eu with regard to cross-border distribution of collective investment funds gesamtverband der deutschen versicherungswirtschaft e. V. "
18,0.112068965517241,3.5,0,"Mdgs will continue efforts to alleviate poverty by raising every human individual as a human being with dignity for life decent accordance with humanity program and adds to the challenge to ensure equitable development and sustainability of the environment, in particular the main target for minimizing the dangers of climate change caused human. "
298,0.230769230769231,1,50.4707692307693,"BR Ref. Ares(2021)7102252 - 18/11/2021 N H O Confederation of Norwegian Enterprise Our date: 18.11."
221,0.198910081743869,4.33333333333333,0,"The recommended solution to this predicament is to either amend the aarhus regulation or to adopt new legislation to remedy this lacuna in the eu’s compliance with the convention. The eu’s stance in respect of the accc’s decision has in fact caused a number of other state parties to express their strong reservations with regard to such a position. Due to current legislative limitations, ngos across the eu have been unable to successfully present claims for internal review of eu institutional acts in front of the cjeu, since they have consistently been denied standing under the treaty (tfeu) with regard to complaints against actions of the eu institutions which were not directed specifically against them. "
87,0.158730158730159,0.714285714285714,0,"All ireland pollinator plan . tree planting, native speciesencourage native wildflower meadowssupport and encourage beekeeping organisations who protect native honeybees (in ireland, the native irish honeybee society . Federation of irish beekeeper's associations https://irishbeekeeping. "
106,0.166101694915254,1.42857142857143,0,"Indeed, it is critical that we halt and reverse the loss of forests and other critical ecosystems in order to stay within the planetary boundaries that enable life on earth to exist, yet we know we are not on track to meet our 2020 or indeed our 2030 commitments under the sdgs, the unfccc, the cbd, or the new york declaration on forests to do so. As a major importer of key forest-risk commodities, the eu plays a critical role in contributing to the deforestation, and could play an ever greater role in offering solutions. It is essential that the eu action plan on deforestation and forest degradation be situated in a broader, long-term transformation of the global land use system, towards one that protects and enhances natural systems, actively mitigates climate change, delivers safe, healthy and nutritious food in an equitable manner, and respects the rights of indigenous peoples and local communities. "
55,0.145631067961165,1.66666666666667,0,"More precisely, we agree with the policy option 3a: acquisition by professional users would be granted uponpresentation by the purchaser of proof of identity andprofessional use to the economic operator, as we believe that all the identity elements of a professionalpurchaser are referred upon the invoice and no further registrationis necessary. "
267,0.213610586011342,1.61538461538462,0,"Eu financial support given to the eu farming sector takes a big slice of the eu budget and affects how and what kinds of agricultural goods are produced and consumed in the eu. It also impacts on environmental conditions, public health and inequalities herein, and levels of poverty and social exclusion in the eu. To justify the use of public money in this area, it is crucial to align eu spending guidelines with national and local priorities in other areas to ensure these funds contribute to overall population well-being. "
295,0.232323232323232,0.75,38.6654591836735,"We shouldn’t have to do complicated calculations to understand the total cost of sending or receiving money around europe. Businesses must be required to show the total cost of making a transaction- including any exchange rate mark up. The proposals outlined in section 3a, which would require companies to show ‘the total amount of all charges applicable to the conversion of the payment transaction’ are crucial for everyone who sends money abroad. "
200,0.194444444444444,3.05555555555556,0,". Response to the consultation on the promotion of the use of sme growth markets 25 july 2018 position paper 2018 position paper 2018 introduction abi is pleased to provide its position on the proposal for a regulation amending regulations (eu) no 596/2014 (mar) and (eu) 2017/1129 (prospectus) as regards the promotion of the use of sme growth markets. We share the objective of the european authorities to create, within the capital market union, a regulatory framework able to facilitate access to capital markets for smes, through less stringent requirements those of the regulated markets, and to stimulate the development of specialized markets to meet the needs of sme issuers while maintaining a high level of transparency and information dissemination for investors. "
86,0.158227848101266,0.6,0,"Some serovars/serogroups may not be possible to detect using immunological detection methods and the impact of competing flora on detection of low levels of natural contamination cannot be fully assessed in such validations, particularly in samples that are subject to faecal or intestinal contents contamination, such as pig carcase swabs or poultry neck flaps. It is therefore recommended that such alternative methods should also be demonstrated to be fit for purpose in the laboratory that is adopting the method by parallel testing of suitably challenging naturally contaminated samples. Also, when conducting iso6579-1 for salmonella detection, there is an option to use msrv instead of rvs. "
82,0.155555555555556,1.66666666666667,0,"2- extension of the implantation period to 8 weeks for intercrops: this provision poses a problem in the case of short intercrops (before planting rapeseed at the end of august - beginning of september for example. "
289,0.233870967741935,1.81818181818182,26.0086217008798,"Some industry sectors can expect to have full implementation in place by end on 2018. This is not the case with all important industry sectors. For example, the 4 years' legal implementation period for the energy production industry (lcp) bat conclusions, published in december 2017, is running until end of the year 2021. "
100,0.164556962025316,0.8,0,"in the so-called red zone where pfas and other emerging substances are contaminating the environment and people exposing them to catastrophic consequences. compromising the future of these lands and their children . in the name of an atavistic sense of protection for those children i loudly ask you to re-evaluate the limits you have established . "
6,0.0913978494623656,1,0,"We do not wnt to have fleetes of fragile, polluting, dangerous drones, nor we want them and teir sensors, cameras, microphones, controls and others to be sucseptible to hacking or other digital attacks;4) the development of these technolgoies and the rapid development of the fields of ai and machine learning are also opening the door to the possibility of the development of pilotless drones, programmed to follow subjects, objects or to patrol areas. These technologies are a trmendous possibility in the fileds of security, transportation and media production, but also pose maybe even bigger threats to privacy, security and safety of the public. These also open the door for more advanced developments in technologies linked to autonomus weapons, a technology that poses a gargantuant threat to our safety, security and democracy and tghat will have to be regulated and hopefuly banned in the eu and elsewhere, for moe info on the topic: . "
182,0.190217391304348,0.571428571428571,0,"The preliminary assessment of expected impacts is worrying at best, because it doesn't state any plausible negative consequences that are far more probable than the idealistic scenario it represents. If anything else than regulatory option 0 is considered, the more plausible impacts are : - planed obsolescence, that is already a reality when it comes to consumer devices (wireless access points, smartphones…), will be unavoidable because no alternative source for firmware updates will be possible - corollary, security of said devices, which is already disputable because of the inane update cycle from most vendors, will be lessen, thus putting the eu citizens at greater risks, annihilating the objective of ""creating trust"". - innovation and research cannot compromise safety nor security of any device, on the contrary : the availability of alternative firmwares and upgrade paths are required to patch newly discovered exploitation paths, implement new protocols and features, without wasting otherwise functional equipments. "
169,0.186440677966102,5.5,0,"Ecodes is an independent non-profit organisation seeking to accelerate the transition to a green, inclusive and responsible economy, framed by new governance, through innovation and building bridges and alliances. Summary of the proposals To achieve the paris agreement objective of limiting the temperature increase to 1.5 °c, we believe that the eu should increase its ambition in terms of energy savings by at least 45 % compared to the 2007 benchmark and by 20 % compared to the 2020 benchmark. "
127,0.174242424242424,2.5,0,"I realize how important and historic such a step is in order to protect our planet, and for this reason i believe it is essential that it is a complete step, not halfway, so that a solution is found that takes into account all the needs and preferences of citizens. "
77,0.15358361774744,1,0,"It is the view of the dxe group that these guidelines, while well-intentioned, are insufficient in serving the best interests of the animals in question, and we are hereby calling for a complete abolition of all commercial farms, slaughterhouses and related institutions of animal exploitation. In the interim, and until this ultimate goal has been reached, we would expect that the eu commission, with its stated aims of reducing animal cruelty, to immediately permit the following: -- the clear legalization and authorization for any person to rescue any type of animal from a property where said animal has been suffering or will suffer in the future. -- the immediate and clear legalization and installation of surveillance of any and all properties that are involved in the commercial animal trade-- increased penalties, fines and jail time for any individuals found to be willingly inflicting suffering on any animals-- a declaration from the eu commission that animals shall be considered to have equal rights of freedom as well as dignity as humans do. "
247,0.207269580268282,2.06422018348624,0,"). The chemical sector, both in portugal and at european level, is strongly committed to the implementation of the green deal, namely with regard to the energy transition, decarbonization and other aspects, as we have been referring in previous moments of these processes. . "
142,0.179941002949853,3.5,0,"Secondly, the hypothetical cases of embezzlement of public funds are not accredited by any institution for the verification of public accounts. Thirdly, given the non-existence, not even an indication of crimes, the provisional prison is excessive, disproportionate and even cruel. Fourthly, none of the other requirements for agreeing to temporary imprisonment are met since the actions of the imprisoned, which must always be assessed individually, demonstrate that there is no risk of escape, recidivism or destruction of evidence. "
217,0.198511166253102,7.6,0,"6 billion and participates on a permanent basis at the community level in the various institutional discussion tables with the eu commission and the european parliament in regarding policies and strategies for the fruit and vegetable sector; in particular, he actively participated in the discussion within the civil dialogue group with the eu commission and at national level regarding the implementation of the eu regulation subject of this consultation (article 6 of eu regulation no. 2016/2031). In this sense, we believe that the most recent 7 interceptions of phyllostica citricarpa on eu territory from tunisia (as well as the worrying evolution of those from south american countries) which occurred from 14 march to 12 april 2019, are yet another and irrefutable proof of a situation of very high risk for community producers as they testify to the adaptability of this pathogen to our climates at a very small distance from the main eu production regions and in particular from our country (sicily, calabria). "
255,0.209445585215606,8.71428571428571,0,"The recast proposal is being now debated within the council and the european parliament. Can europe believes that the commission's proposal contains many elements that improve the directive, starting with the proposed 2030 binding eu energy efficiency target. However, many provisions need to be strengthened to help the eu fulfil its commitments under the paris agreement. "
231,0.201923076923077,1.375,0,"s. and spp-distribúcia a. s. "
228,0.201500535905681,2.16666666666667,0,"Observations for the purpose of participation in the ascending phase of the process of formation of legislative acts and eu guidelines. Assessoradu de s'industria assessorato dell'industria directorate general object: consultation of the european commission on the proposal for a regulation of the european parliament and of the council establishing the fund for a just transition. Observations for the purposes of participation in the ascending phase of the process of formation of eu regulatory and policy acts. "
9,0.0946745562130177,0.153846153846154,0,"nothing must be mandatory if there is a risk . in italy we are witnessing a genocide (children who die as a result of vaccines considered dead from natural causes) and persecution against parents against it perhaps with children already damaged by vaccines. even homeopathic doctors or doctors against vaccinating without criteria are persecuted and disbarred from registers. "
214,0.198347107438017,2.15384615384615,0,"The annex to the delegated act: the annex to the delegated act does not include a robust species viability assessment nor a robust assessment on species distribution. As art. 4 (3) determines invasive alien species shall only be included on the union list if they are found, based on available scientific evidence, to be capable of establishing a viable population and spreading in the environment under current conditions and in foreseeable climate change conditions in one biogeographical region shared by more than two member states or one marine subregion excluding their outermost regions, a robust assessment on their viability and distribution are essential to fulfil the requirements on listing, the annex to the delegated act must include these assessments. "
105,0.16600790513834,2.2,0,"Achievement of this goal is also facilitated by the support of flagship projects in the priority area of green transition, dealing with climate resilience, energy and environment (among others: interconnections). Namely, it is for this reason that boosting investment through instruments such as the ten-e can effectively contribute to this aim, as the implementation of such projects will ensure economic development, growth and employment, as well a convergence to climate neutrality objectives, for both eu and africa. Despite the significant positive externalities provided by the implementation of projects with north africa, in terms of macro-regional security of supply and solidarity, the proposed new text have made projects in the eu southern neighborhood virtually impossible to implement: not only the “regulatory convergence” of a third country is difficult to assess and achieve, but limiting the financing to works only on the eu side of the project will make things virtually impossible to implement. "
293,0.229007633587786,1.4,32.0305496183207,"Article 8 within article 16(2) of the tobacco products directive 2014/40/eu addresses the need to insure the solution provider is independent from the tobacco industry. The three points laid out to define independence discusses a need for legal and financial distance between the provider and the industry it is meant to monitor. The directive clearly states that no provider can generate more then 20% of their revenue from tobacco which should certainly rule out inexto, a company staffed by career tobacco employees which sells a tobacco industry developed technology. "
76,0.153179190751445,2.75,0,"” are difficult to interpret. It’s quite difficult to prove a bactericidial activity in comparison with other antibiotics. You can only prove a bactericidial activity against bacteria. "
41,0.133587786259542,1.06666666666667,0,"The current evolution is a worsening of this trend, with industry having an increasing say on the very calls to proposals they will submit to and possibly benefit from afterwards. Letting industry steer how precious public research funding should be used, and dedicating billions of euros to such a policy of subsidising industry's r&d projects, at a time when public universities budgets are cut and researchers' working conditions are worsening across the eu, is a sad and terrible policy approach. -> it deprives public research of much-needed funding in times of absolutely urgent societal challenges traditional market-driven approaches are incapable of solving. "
137,0.178082191780822,1,0,"It is essential not to make a rule that does not take into account the particularities of each fishery, and it is essential to make a rule based on the knowledge of the fishing operators, to make a rule outside of the reality of the fishing activity and with our backs turned to professionals will again lead to multiple dysfunctions and difficulties for its application, which is why it is essential that the standard has strong support from fishing professionals and that we are aware that control is just as important as that fishing professionals fishing can carry out their activities normally and in accordance with reasonable guidelines that do not interfere with their normal activity. Therefore it is important t take into account the different appreciations that the sector has conveyed to the commission, and that we will continue to convey in order to achieve a standard that improves control, of course, but not only that, but also improves the complexity that this regulation continues to have and the dysfunctions that are produced by not taking into account the peculiarities of each fishery, in short, that in accordance with the principle of regionalization it would be necessary for the commission to have a sufficiently generic and flexible framework, common minimums, but that each state then adapts the control norms to the fisheries of each state, a general framework for all if it goes into details it is not advisable. "
256,0.209798994974874,1.64285714285714,0,"europa. eu/food/plant/pesticides/sustainable_use_pesticides/ha. ) we will like to comment:- having analyzed the commission proposal on harmonized risk indicators, we believe the current proposal of these indicators are hazard based indicators, not risk indicators. "
159,0.184035476718404,1.75,0,"Ecia is of the opinion that the correction should be done also if the increase or decrease of the production level would lead to a significant change of the absolute amount of free allocation, but remains under the relative threshold 15%. As in current trading period, the threshold of 50 000 allowances should remain applicable also for the next trading period. Exception from the allocation adjustment, if there is a good reason for temporary cease or decrease of activity considering that the purpose of ets directive is to promote the reductions of the greenhouse gas, there should be provided the exceptions where the temporary cease of activities or decrease of the activity level and respective emissions will not lead to the adjustment of the free allowances for next years. "
236,0.204081632653061,3,0,"f D D e V A eo, ee D e e ( de 6 ee Dx na t Regulanes de Viajeros C/ FERNANDO MACIAS 3 y5-1 A TELEFONO 981.25.52."
104,0.165869218500797,2.8,0,"Bll thanks the european commission for sharing the roadmap on transparency and sustainability of the eu risk assessment model in the food chain in a public consultation. The roadmap hints at important changes to the general food law regulation and it is therefore with concern that we see- the short consultation period on the proposed roadmap during the christmas holidays not allowing for sufficient time to first assess the results of the fitness check of the general food law that was only published on january 15th 2018,- the reduced consultation period of 8 weeks foreseen for the legislative proposal,- the ommission of an impact assessment for the draft legislative proposalall of which are incompatible with all fundamental elements and committments of the european commission's better regulation approach. We have contributed to the fitnesscheck of the gflr and highlighted the essential role of efsa for a harmonised european risk assessment approach, welcomed efsa's approach to transparency in the risk assessment process as a pre-requisite for robust risk assessments, made clear that a balance must be struck with regard to transparency and justified interests in areas such as intellectual property and incentives for innovation, and would again like to highlight that indeed efsa has made very much positive progress in implementating the transpancy rules of the gflr. "
