"id","text","entropy","legalese","entities","flesch","overlap","classification1","classification2","classification3","classification4","classification5"
"F10002","We citizens feel in the hands of four judges bought by the state who do and undo at will. We have suddenly lost all confidence in the institutions, including the european union, which for economic and political interests looks the other way. There are 4 european citizens in pretrial detention only for thinking differently from a corrupt and fascist government. There are 5 people in exile only for the same reasons. There are young people in prison because of the lyrics of their songs. there is a frightened and unhappy society in their ""precious"" european union. Is this europe the one that has been sold to us as the cradle and preserver of civilizations.",5.77524014098289,0.105263157894737,1,51.7447368421053,FALSE,NA,NA,NA,NA,NA
"F462126","While bbib generally appreciates the commission's efforts to limit the negative consequences of biological invasions we recommend ***not*** to include ailanthus altissima on the union list because:(a) the success of eradication, control and management measures cannot be guaranteed in the long term. Thus, the obligatory criterion is not fulfilled that the adverse effects can actually be prevented, minimised or mitigated by inclusion in the union list (art. 4 para 3 e). Justification: the technical note on ""measures and costs"" lists various measures for elimination etc. as efficient (confidence level ahigha), justified by the success of integrated approaches in other cases. Yet positive experiences in other invasive species cannot simply be transferred to ailanthus. The extraordinarily high vegetative regenerative capacity of this species calls into question sustainably successful control measures. For this reason, the assessment scheme under point 1. 21 correctly stated ""that it is likely that biological properties of the organism would allow it to survive eradication campaigns in europe"". All studies on the success of measures revealed that some individuals survive a leading most certainly to new populations. It is impossible that a large number of populations can be controlled successfully on a broad spectrum of sites. Many populations will regenerate quickly, including negative side effects (e. g. increased population density in response to disturbance; enormous use of herbicides). (b) listing will tie up enormous human and financial resources that are inappropriate and will significantly impede the fulfilment of other nature conservation tasks.",6.95857180080566,0.184426229508197,0.545454545454545,10.4639435336977,FALSE,NA,NA,NA,NA,NA
"F9243","In particular for dishwashers, where there is a trend towards reduction in product lifetimes, lifetime extension via improved repair has proven benefits, and the ecodesign regulation is the key legislative tool to address this. The opportunity should be seized to strengthen certain aspects even further (a). . Position on the commission proposals to revise the ecodesign & energy labelling regulations for household dishwashers january 2018 following the ecodesign consultation forum meeting of 19th december 2017, find our views below: energy efficiency aspects ecodesign energy requirements: very insufficient levels a tier 2 needed the proposal only includes one tier of energy efficiency requirements, and at an extremely unambitious level, i. e. at eei of 58 in the middle of current a+ class (future f class). However, the preparatory study has identified that the least life cycle cost (llcc) option is at the level of the best products without a heat pump, that is at an eei of 40 for a 13-place settings machine, meaning in the future c class. This has been achieved by introducing improvements to the design such as the automatic door opening, an optimised heat exchanger or a fan with better air circulation. This shows that solely phasing out g class products is fully contradictory with the requisites of the ecodesign directive.",6.60957844379565,0.208530805687204,1.33333333333333,18.5320440251573,FALSE,NA,NA,NA,NA,NA
"F18317","In order to protect workers at work, other regulations and directives are applied at eu and national level, thus protecting the exposed population. Already at that moment, the limit values exist for total dust is laid down and workers are adequately protected within this framework, insofar as it is estimated that workers exposed to tio2 should be further protected under this directive. If a substance is classified as carcinogenic, this awareness spreads among the population, and users do not know the notes recorded in the regulation. In addition, we believe that such and similar entries in clp annex vi lose the credibility of the regulation as such. Of course, we want to regulate the issue of tio2 in order to obtain studies that will confirm or disprove this classification proposal, and in any case, the study to which it refers is currently unsuitable. In addition, there is a problem of waste management. The waste regulation does not take into account the clp notes, and therefore all wastes containing more than 1% tio2 will be treated as hazardous waste. Thus, inert construction waste, as we have named it so far, will become hazardous waste, which will lead to significant additional costs for businesses, reduce the possibilities of recycling and cause confusion among the population.",6.59942386044036,0.15962441314554,0.625,37.2218926056338,FALSE,NA,NA,NA,NA,NA
"F2665315","In order to reach this goal, the legal framework needs to be understandable, transparent and adequately measured. In its proposed form, the act does not properly fulfill these requirements. The main cause for unclarity lies in the scope of the regulation, which is not technology neutral, but is based on a definition of ai. By giving a definition of ai, the act implicitly defines a class of ""non-ai systems"", which together with the categorization of use cases, partitions the landscape into four classes: a. High-risk (or prohibited) use case and an ai system. B. High-risk (or prohibited) use case and a non-ai system. C. Low-risk use case and an ai system. D. Low-risk use case and a non-ai system. It is evident that c and d are not the target of regulation, while a clearly is, but what about b? What is the message here: are for example social scoring systems allowed as long as the underlying technology does not match some definition of ai? As the answer from the moral perspective clearly must be ""no"", the proposal tries to circumvent this dilemma by making the definition of ai extremely broad, and by listing numerous sub-fields of ai, but this does not remove the basic problem: as long as there is a technical definition of ai, it forms a serious loophole by creating a class of (non-ai) software systems that by definition are not regulated by the proposed act.",6.28731876226363,0.0887096774193548,0.4,59.9082258064516,FALSE,NA,NA,NA,NA,NA
"F12625","This mode of transport must be encouraged at all costs to relieve congestion in cities and fight against greenhouse gases. We must therefore not slow down its still fragile expansion. Moreover, we must stop trying to pressure the people for the benefit of a few large financial groups. Thank you, therefore, for abandoning this project and giving us a little freedom in the field of bicycle transport.",5.2528555962816,0.134328358208955,0,62.3024067164179,TRUE,NA,NA,NA,NA,NA
"F6949","Analyse (i) how member states apply the exclusions from the scope, as laid down in article 2 paragraph 4 of the etd (in particular the exclusion of the dual use of energy products) and (ii) the impact of this provision on the energy-intensive industry competitiveness across europe; promote the convergence of national practices in the eu in this field;. Analyse the consistency between the etd and the other european policies, in particular the environment and energy state aid guidelines;. Clarify the taxation regime of bio-based energies in view of a better convergence between member states; and. In line with the 2050 eu climate roadmap and given the increase of co2 taxation initiatives in many member states over the past few years, reassess the opportunity to include a co2 rate within the etd, while excluding the ets installations and the sectors exposed to the international competition; this would create a level playing field between member states and enhance low carbon investments.",6.02517791598593,0.259259259259259,1.5,16.3719444444445,FALSE,NA,NA,NA,NA,NA
"F2670155","However, in contrast to earlier plans, the adoption of the revised regulatory technical standards (rts) amending commission delegated regulation (eu) 2017/653 has been postponed. Despite this fragmented process, the european commission is proposing to maintain 1 july 2022 as the date of application of the new requirements to all product manufacturers, including those offering multi-option products (mops) with ucits as underlying investment options. The unexpected delay in the adoption of the revised priips rts would cut the implementation period for the industry by three months. This leaves priips manufacturers and distributors with only nine months instead of the original timeframe of 12 months to implement the new rules. The european fund and asset management association (efama), european association of co-operative banks (eacb) and european savings and retail banking group (esbg)are, therefore, asking the european co-legislators to ensure that the financial industry has a reasonable twelve months to implement the new rules by 31 december 2022 (instead of 1 july 2022). This request for postponement is based on the assumption that the revised rts are published in the eu official journal, at the very latest, by 31 december 2021. To follow through on this request, the timelines in the priips and ucits quick fixes must be aligned: with regards to the ucits aquick fixes, we are, asking the european co-legislators to change article 2 to allow member states until 31 december 2022 (instead of 30 june 2022) for the adoption and the publication of the measures, and that these come into effect from 1 january 2023 (instead of 1 july 2022).",6.38084820651023,0.240601503759398,3.14285714285714,21.9642481203008,FALSE,NA,NA,NA,NA,NA
"F16031","V. (bvmd) represents the 38 student councils of medical courses. She organizes / coordinates numerous student projects in various working groups and is responsible for the exchange of over 400 medical students per year. The members from the faculties meet three times a year at which they jointly decide on positions on health policy, public health and medical education. With reference to the hearing on the present roadmap, we are making a statement based on our positions on the topics of e-health, european cooperation / mobility and patient welfare. The system is pointed out. Electronic patient file: the bvmd advocates the introduction of an electronic patient file (epa) and is in favor of a system that can be easily accessed and edited across institutions by different practitioners. In addition to the pure provision of master, emergency and other patient data, this should enable further functions, such as the independent entry of new data. Other features can be used in the sense of prevention and health promotion, such as reminders to refresh vaccinations. Patient-centric it solutions with a cloud connection or the use of blockchain technology for selected areas of application should be explicitly examined as an alternative and supplement. Standard formats and interoperability: the bvmd demands mandatory interoperability rules.",6.64084104551531,0.124401913875598,0.6,28.9698253588517,FALSE,NA,NA,NA,NA,NA
"F463358","Psittacidae species) a birds bred, kept and traded as companion animals- and this based upon the key elements presented in the enclosed document. . The european pet organization (epo), the netherlands response a comments to the public feedback on the acommission delegated regulation (eu) a/. of xxx supplementing regulation (eu) 2016/429 of the european parliament and the council as regards to rules for establishments keeping terrestrial animals and hatcheries, and the traceability of certain kept terrestrial animals and hatching eggs (document sante/7016/2018). May 2019. 1 we, the european pet organization (epo) a representing the voice of the pet sector in europe- is responding to this opened feedback mechanism asking the european commission (ec) to consider a derogation of the scope of the presented draft delegated act currently covering the parrot species (i. e. Psittacidae species) a birds bred, kept and traded as companion animals- and this based upon the following key elements: - traceability of psittacidae: in concern of disease prevention and based upon our expertise with parrot species (which represent millions of birds in europe, including budgies, cockatiels and lovebirds), there is no necessity to trace psittacidae species in private ownership after they are being moved by their owners from one member state to another one.",6.26250631741177,0.221674876847291,2.16666666666667,0,FALSE,NA,NA,NA,NA,NA
"F1996408","Article 23 which addresses the importance of maintaining the accuracy and accessibility of domain name registration data for the upholding and preservation of a reliable, resilient and secure domain name system, is particularly important in this context in order to allow consumers, rights owners and member states to enforce their rights by taking legal actions against cybercriminals. Indeed, the loss of access to publicly accessible domain name registration data since the application of the gdpr has been problematic for a number of cybersecurity, law-enforcement, and brand protection reasons. The wording in article 23 of nis2 partly addresses this problem, by requiring that entities providing domain name registration services acollect and maintain accurate and complete domain name registration dataa and publish registration data awhich are not personal dataa in order to aidentify and contact the holders of the domain namesa. These provisions will certainly help to ensure that non-personal domain name data is accurately maintained, transparent and accessible. However, we would recommend that the directive includes more details as to how these new provisions should be implemented and enforced. You will please find in the attached contribution the comitA(C) colbert full analysis and proposals. COMITE COLBERT Depuis 1954 POSITION PAPER ON THE NIS2 DIRECTIVE PROPOSAL The ComitA(C) Colbert welcomes the Commission s proposal for the NIS2 Directive, which will enhance the EU citizens security in the digital environment.",6.52681605179619,0.240174672489083,1,13.665807860262,FALSE,NA,NA,NA,NA,NA
"F11876","Amending the aarhus regulation is the only way to ensure that eu law meets international requirements. Here are the legal reasons: (1) the eu is a separate party to the aarhus convention; the convention therefore forms an integral part of the eu legal order. (2) the eu acts contrary to the convention and therefore violates international law and fundamental eu law. (3) based on one of the fundamental principles of the international legal order (article 27 of the vienna convention on the law of treaties), the eu cannot evade its obligations by invoking its domestic law. (4) the commission must therefore propose amendments to the aarhus regulation.",4.93842096671456,0.299065420560748,1.8,4.6801635514019,FALSE,NA,NA,NA,NA,NA
"F7941","This document will be published after the period for public comment is complete (planned publication date 8 december 2017). The document has been attached so that it can be seen with proper formatting and footnotes and because it exceeds 4000 characters. This constitutes the official response of ceer to the initial proposal of the european commission for a cybersecurity act. . The cybersecurity act in the energy context a ceer response paper on the european commissionas cybersecurity proposals 8 december 2017 1. Introduction ceer considers cybersecurity threats as one of the key risks to a future well-functioning eu energy market as well as to the security of supply of electricity and gas. The increased complexity of information and operation technologies in modern energy systems means that the importance of cybersecurity is rapidly growing in the energy sector. Information technologies (it), operation technologies (ot - covering industrial control systems and supervisory control and data acquisition (scada)) and their cybersecurity are vital to retain the actual level of efficiency, fairness and competitiveness of the euas energy markets and to assure their stability for the future. Ceer believes that a coordinated european approach to cybersecurity/risk-preparedness is critical in securing energy systems and infrastructure and planning their future development.",6.2832937495694,0.233009708737864,1.125,10.2667111650485,FALSE,NA,NA,NA,NA,NA
"F16274","Agrofuels and palm oil are also disasters in this area. The capitalist and neoliberal system is pushing for ever-increasing consumption.",3.70043971814109,0.142857142857143,0.5,26.9775,FALSE,NA,NA,NA,NA,NA
"F2751117","Besides ensuring the cost-effectiveness of its measures, such an implementation plan must set the necessary framework and concrete toolbox for supporting industry in elevating its global competitiveness and climate and energy technology leadership on the road to climate neutrality. The bdi acknowledges the fit-for-55 package as a bold and ambitious first concrete step forward, notably with respect to advancing carbon pricing or promoting renewable energies, sustainable alternative fuels, sustainable mobility or energy efficiency. However, critical framework conditions for the implementation of the fit-for-55 package and the future innovation and investment capability of eu industries remain missing. With respect to the proposal for a regulation on the use of renewable and low-carbon fuels in maritime transport, the bdi recommends supporting the earmarking of penalties to fund ghg intensity reducing projects and securing infrastructure development in ports especially regarding onshore electricity supply with the etd draft and respectively afir draft as important flanking measures to ensure meeting the obligations. On the other hand, a level playing field in international shipping has to be maintained. A ""book & claim"" framework for sustainable marine fuels could be established to facilitate the market ramp up to avoid complex fuel transports by having emission reduction be accounted for in carbon footprint of carriers, suppliers, and forwarders.",6.76101642310317,0.209302325581395,0.166666666666667,4.80556201550388,FALSE,NA,NA,NA,NA,NA
"F9107","These are already underway in the industry. It passage to the ojeu should be expedited to achieved the earliest possible publication date.",3.77355726227519,0.181818181818182,0,38.0063636363637,FALSE,NA,NA,NA,NA,NA
"F8844","Please find attached sncfas comments and proposed amendments on specific provisions of the draft. . January 2018 rules of procedure of the board(s) of appeal of the european union agency for railways contribution to the A> consultation on the draft implementing regulation sncf would like to thank the european commission for providing stakeholders the opportunity to comment on the draft implementing regulation, and to express its support to the proposal. Below is sncfas comment and proposed editorial amendment on one article of the draft. Art. Comment/modification suggestion art. 15-4 and the paragraph and points which are referred to seem wrong. 15-5 sncf suggests the following modification: 4. In the case referred to in point (a) of paragraph 1 2, the agency shall issue its decision and the registrar shall close the appeal procedure. 5. In the case referred to in point (b), (c) , (d) and (e) (d) of paragraph 1 2, the registrar shall notify the appellant and the board of appeal accordingly contact: jean-michel dancoisne, reprA(C)sentant permanent de sncf rue belliard 4, 1040 bruxelles, +32 (0) 2 274 01 80, rpeurope@sncf. eu sncf is listed in the transparency register under the number: 97914681026-14 sncf is a member of cer and uic.",6.15255212821964,0.253588516746411,1.72727272727273,39.9969642857143,FALSE,NA,NA,NA,NA,NA
"F2163746","However, the following changes should be made: exception for the carriage of non-commercial carriage of goods or people (article 2 paragraph 1 lit. g) the guideline applies to commercial drivers and their employees, but not to non-commercial drivers (e. g. truck drivers from local authorities). The purpose of the directive is to increase road safety. This differentiation means that a private driver who eg. carries out a waste collection or does the winter service with the truck, requires a driver qualification certificate. A municipal truck driver who performs the same activities, but not. This unequal treatment should be abolished. The scope of the directive should also extend to non-commercial carriage of goods and passengers. The exception in question should be deleted. Access to the driving profession finding and hiring new drivers is a challenge. Access to the profession should therefore not be made more difficult. Therefore, prospective drivers without a basic qualification (only based on the driver's license) should be able to practice the profession for one year and complete the basic qualification in this first year. basic qualification since the majority of all truck and bus drivers are required to have a basic qualification, it only makes sense to combine this training with driver's license training.",6.25901959411212,0.161904761904762,0.5,42.9085714285715,FALSE,NA,NA,NA,NA,NA
"F12730","A eab is not a motor vehicle, it is a bicycle that provides assistance while the user these bicycles are therefore active modes of transport yes, but they can only be active when the user pedals. In all its regulatory texts, the european union clearly separates electrically assisted bicycles from motorized vehicles. This clear distinction is essential for member states, manufacturers and users. It allows for good regulatory consistency across the eu and thus ensures the growth of these bicycles within a single european market. Compulsory liability insurance for pedelec users is an excessive regulatory hurdle that would have a significant impact on the environmental and health benefits of these bicycles: the health benefits of cycling exceed 191 billion euros per year and the pedelecs are zero-emission vehicles. They thus act against traffic jams, air pollution, and promote road safety and public health in cities just like an ordinary bicycle. If car insurance were to become compulsory for pedelecs, pedelec users would be discouraged from cycling and these benefits would be lost. Damage recovery for pedelec accidents is already recovered regardless of insurance (99% are already insured by their personal/home/liability insurance), and damages are minimal and rare.",6.51950842405973,0.2,0.625,23.258,TRUE,NA,NA,NA,NA,NA
"F463478","The two alternative options are:1) the introduction of an occupation exposure limit under the cad (beginning with the uk level as reference);2) the inclusion of adca in annex xvii of reach, by setting a reference maximum inhalation exposure value to be met at workplaces. The procedure followed by the commission is an irregular implementation the reach regulation (articles 57. f and 58. 8 regarding identification and inclusion of substances of very high concern in the annex xiv), latest case law (european court of justice case c323-15p and c324-15p) and the article 5 of the treaty on the european union (proportionality) in isolation and in conjunction. Eupc calls on the commission to withdraw the current draft decision adding substances to the annex xiv enabling for a separate assessment and vote to be made for individual substances of equivalent concern, in this case adca. Otherwise, the risk is that the commission decision for the whole list would later on be cancelled. At the same time, eupc calls on the commission to adequately justify and separately assess whether adca should be subject to authorization. In case the commission decides anyhow to submit its regulation to vote, eupc calls on member states to reject it as a whole.",6.23052528624086,0.240384615384615,1.25,24.0050641025641,TRUE,NA,NA,NA,NA,NA
"F501976","Fedespedi expresses its strong disagreement with the fact that the commission has proposed to prolong the consortia ber as it is, clearly dismissing the position of the users of liner shipping services that, in their reply to the stakeholder consultation of last year, called for a repeal of the ber, as the current framework is obsolete, given that most of the carriers operate in alliances and that the market concentration is increasing. At the same time, an important condition for the exemption, which is to provide benefits to the customers, is no longer met, as neither service quality nor productivity have improved over the years. Instead, users of liner shipping services and their service providers have suffered from an increasingly unbalanced market situation since carriers entered into major cooperation agreements. Given these market developments and having requested a serious review of the ber, which is extremely generous towards the liner shipping industry, users regret that the commission has not taken into consideration the arguments of an important range of stakeholders in the maritime supply chain, all of them having serious problems with the current ber. Fedespedi calls for more transparency, considering that the commission itself in the evaluation paper recognises that there is no accurate data regarding the consortia ber and that it is therefore difficult to assess whether some consortia are below the 30% in terms of their market share. .",6.38902224465806,0.220779220779221,1,9.05368831168832,FALSE,NA,NA,NA,NA,NA
"F470664","Since the adoption of the ten-e regulation in 2013, several developments have significantly changed the landscape for energy policy in the eu. 1) the paris agreement obliges the participating parties to keeping a global temperature rise this century well below 2 degrees celsius above pre-industrial levels and to pursue efforts to limit the temperature increase even further to 1. 5 degrees celsius. 2) the cost of renewable energy (notably solar and wind) has come down by at least 20 to 75 % depending on technology, and is now competitive to conventional electricity production on several markets. https://www. irena. org/-/media/files/irena/agency/publication/2019/may/ir. 3) the european commission in 2018 pulished a study showing a possible pathway to a carbon neutral eu by 2050. In these scenarios power to x is considered an important and viable part of the solution. Against this backdrop, danish energy would like to underline the importance of including the following elements in the evaluation of the ten-e regulation. - how to ensure that updates of the pci list are strictly paris compliant, meaning only projects that contribute directly towards climate neutrality in 2050 should be included. - assessing how to address the role of hydrogen in pci criteria - including the possibilty of dedicated hydrogen infrastructure. - exploring the reasons for delays in pci implementation and possibilities to ensure more stringent enforcement of pci permit granting deadlines.",6.80225970004456,0.188034188034188,2,0,FALSE,NA,NA,NA,NA,NA
"F13046","Currently, as written, its wording threatens the future employment of at least 150,000 people in the business of motorsport and more than a25 billion of sales in motorsport across eu member states. The newly proposed scope of the mid, which covers aany use of a vehicle, consistent with its normal function as a means of transport, irrespective of the terrain on which the motor vehicle is used and whether it is stationary or in motiona, if unchanged, threatens the future of the entire european motorsport industry, the jobs and technologies which it provides to many sectors and the freedom to enjoy the sporting activity by millions. The motorsport specialist insurance market, has confirmed that no insurance which meets the cover demanded by this new directive, is currently, nor will be in the future, available for any eu motorsport activity, including france and finland who currently exempt vehicle-to-vehicle damage caused during any on-track sporting event from their civil liability law. If the directive was implemented, motorsport would fail to arrange suitable insurance cover and would become illegal in europe. As a direct result, 13 employees in my organisation would lose their jobs and so would many be lost by my suppliers in the eu.",6.45688534170482,0.16504854368932,2,22.9966086956522,FALSE,NA,NA,NA,NA,NA
